,tactic_id,impression_pixel_json,StatusCodes,Status
13730,324266,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.119755664;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
13739,331984,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8502472.126691892;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
13807,335805,"http://nypi.dc-storm.com/dcv4/logi.aspx?tsid=1018087&sid=111814&acid=103799&crf=12292&agrf=122923385939&adrf=4561876&rnd=[cachebuster]"" height=""1"" width=""1"""",""http://amp.mediaforge.com/link/things4906/d5b19a1e-e0ca-11e5-8d7a-4614e0b2b2d1",200,OK
13888,331372,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
13936,330270,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8502472.125243843;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
13960,314590,http://ad.doubleclick.net/ad/N6543.468584.AMNETGROUPINC./B8562416.115649780;sz=1x1;ord=[RANDOM NUMBER]?,200,OK
13997,325611,"https://pixel.adsafeprotected.com/?anId=8845&advId=$!{ADVERTISER_ID}&campId=$!{INSERTION_ORDER_ID}&pubId=$!{INVENTORY_SOURCE_ID}&chanId=$!{PACKAGE_ID}&placementId=$!{AD_ID}&adsafe_par&bidurl=$!{SITE_URL}"" height=""1"" width=""1"" alt=""""",200,OK
14088,331370,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14151,334644,https://bs.serving-sys.com/BurstingPipe/adServer.bs?  cn=tf&c=19&mc=imp&pli=16511190&PluID=0&ord=${CACHEBUSTER}&rtu=-1,200,OK
14173,331537,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14179,331537,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14556,336357,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14653,336355,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14663,324268,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.119755996;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
14886,336355,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
14929,329882,"https://ad.doubleclick.net/ddm/trackimp/N5192.1264338TRIPLELIFTINC/B9018616.125041431;dc_trk_aid=297929779;dc_trk_cid=66687470;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement""",200,OK
14942,334091,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.127404254;dc_trk_aid=300537790;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15042,331401,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15062,335806,"http://nypi.dc-storm.com/dcv4/logi.aspx?tsid=1018087&sid=111814&acid=103799&crf=12292&agrf=122923385939&adrf=4561876&rnd=[cachebuster]"" height=""1"" width=""1"""",""http://amp.mediaforge.com/link/things4906/c6da0f40-e0c9-11e5-944d-3a0cce674ee7",200,OK
15166,339760,"https://ad.atdmt.com/i/img;p=11297200825443;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=%n"",""https://ad.doubleclick.net/ddm/trackimp/N162602.273606INFECTIOUSMEDIA/B8976304.131530553;dc_trk_aid=304195758;dc_trk_cid=70508982;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement"">",200,OK
15206,327621,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8432070.123020413;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
15279,339759,"https://ad.atdmt.com/i/img;p=11297200825449;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=%n"",""https://ad.doubleclick.net/ddm/trackimp/N162602.273606INFECTIOUSMEDIA/B8976304.131535551;dc_trk_aid=304195682;dc_trk_cid=70508982;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement"">",200,OK
15329,336357,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15355,328717,"https://ad.doubleclick.net/ddm/trackimp/N7997.1264338TRIPLELIFTINC/B9135008.124065712;dc_trk_aid=297027036;dc_trk_cid=66187412;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15361,335714,"https://ad.doubleclick.net/ddm/trackimp/N4620.150834TURN/B9494996.129225923;dc_trk_aid=302266730;dc_trk_cid=69244104;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement"">",200,OK
15425,331542,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15429,324263,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.120159988;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
15432,324266,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.119755664;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
15468,331368,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15508,336355,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15684,328681,"https://ad.doubleclick.net/ddm/ad/N3867.275383.THEEXCHANGELAB/B9087641.123548901;kw=5_${CP_ID}_${CREATIVE_ID};sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement"",""https://pixel.adsafeprotected.com/rfw/st/45972/6341429/skeleton.gif"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=",200,OK
15770,331401,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15877,324264,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.120160255;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
15947,339754,"https://ad.atdmt.com/i/img;p=11297200825447;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=%n"",""https://ad.doubleclick.net/ddm/trackimp/N162602.273606INFECTIOUSMEDIA/B8976304.131533974;dc_trk_aid=304197141;dc_trk_cid=70508982;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement"">",200,OK
15950,334091,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.127404254;dc_trk_aid=300537790;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
15962,330281,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8502472.125261201;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
15974,339506,"https://ad.doubleclick.net/ddm/trackimp/N5708.668587AODDISPLAY/B9304633.130295293;dc_trk_aid=304120981;dc_trk_cid=70459831;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement"">",200,OK
16013,334659,https://bs.serving-sys.com/BurstingPipe/adServer.bs?  cn=tf&c=19&mc=imp&pli=16511186&PluID=0&ord=${CACHEBUSTER}&rtu=-1,200,OK
16023,333186,"http://www.example.com"",""http://www.example.com/23",failed to connect,Failed
16032,328679,"https://ad.doubleclick.net/ddm/ad/N3867.275383.THEEXCHANGELAB/B9087641.123042319;kw=5_${CP_ID}_${CREATIVE_ID};sz=1x1;ord=[timestamp]?"",""https://pixel.adsafeprotected.com/rfw/st/45972/6341421/skeleton.gif"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=",200,OK
16171,334652,https://bs.serving-sys.com/BurstingPipe/adServer.bs?  cn=tf&c=19&mc=imp&pli=16511195&PluID=0&ord=${CACHEBUSTER}&rtu=-1,200,OK
16268,331539,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
16351,336357,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.129697542;dc_trk_aid=302682783;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
16352,331400,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
16396,332452,"https://ad.atdmt.com/i/img;p=11087206036727;a=11087205969802;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=   <SCRIPT language='JavaScript1.1' SRC=""http://pixel.adsafeprotected.com/rjss/st/49505/7124439/skeleton.js""></SCRIPT> <NOSCRIPT><IMG SRC=""http://pixel.adsafeprotected.com/rfw/st/49505/7124438/skeleton.gif"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""""></NOSCRIPT>",200,OK
16409,327628,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8432070.123020416;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
16422,331372,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
16480,335262,"https://ad.doubleclick.net/ddm/ad/N950.131803TURNINC./B9331862.129115183;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
16510,330280,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8502472.124755312;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
16520,329874,"https://ad.doubleclick.net/ddm/trackimp/N5192.1264338TRIPLELIFTINC/B9018616.125041431;dc_trk_aid=297943300;dc_trk_cid=66690813;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1"" ALT=""Advertisement""",200,OK
16636,334092,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.127404254;dc_trk_aid=300537790;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
16697,327600,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8432070.123020503;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
16741,315186,"http://ad.doubleclick.net/ddm/ad/N149404.284566THETRADEDESK/B8659700.117181173;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""></A>",200,OK
16803,327627,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8432070.123031137;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
16954,331536,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17115,334091,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.127404254;dc_trk_aid=300537790;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17134,331543,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17147,334647,https://bs.serving-sys.com/BurstingPipe/adServer.bs?  cn=tf&c=19&mc=imp&pli=16511144&PluID=0&ord=${CACHEBUSTER}&rtu=-1,200,OK
17308,331371,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17319,330270,"https://ad.doubleclick.net/ddm/ad/N4406.284566THETRADEDESK/B8502472.125243843;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
17331,331541,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17437,332098,"https://ad.doubleclick.net/ddm/ad/N7914.124997.GOOGLESEARCH/B9292770.126133215;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"",""https://adfarm.mediaplex.com/ad/tr/28835-219507-51702-0?mpt=[CACHEBUSTER]&dcid=126133215&devid=INSERT_DEVICE ID_HERE",200,OK
17451,331364,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17458,324263,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.120159988;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
17512,332418,"https://ad.atdmt.com/i/img;p=11087206036727;a=11087205969802;idfa=;idfa_lat=;aaid=;aaid_lat=;cache=   <SCRIPT language='JavaScript1.1' SRC=""http://pixel.adsafeprotected.com/rjss/st/49505/7124439/skeleton.js""></SCRIPT> <NOSCRIPT><IMG SRC=""http://pixel.adsafeprotected.com/rfw/st/49505/7124438/skeleton.gif"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""""></NOSCRIPT>",200,OK
17611,331398,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
17665,314188,"http://magnetic.domdex.com/ahtm?mp=12&n=2719&c=102676&b=108111&sz=300x250&s=${REFERER_URL_ENC}&id=${AUCTION_ID}&a=${PRICE_PAID}"",""http://ad.doubleclick.net/ad/N5664.291800.MAGNETIC.COM/B8192115.115753111;sz=1x1;ord=${CACHEBUSTER}u201d BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",302,OK
17715,324263,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.120159988;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
17719,328680,"https://pixel.adsafeprotected.com/rfw/st/45972/6341435/skeleton.gif"" BORDER=0 WIDTH=1 HEIGHT=1 ALT="",""https://ad.doubleclick.net/ddm/ad/N3867.275383.THEEXCHANGELAB/B9087641.123554212;kw=5_${CP_ID}_${CREATIVE_ID};sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=",302,OK
17842,315515,"https://ad.doubleclick.net/ddm/ad/N884.1211338.AFFIPERF.NET6/B8575733.117924627;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
17903,332259,http://insight.adsrvr.org/track/imp/?adv=wi75vx7&ct=0:j40m3gq&fmt=3,302,OK
17923,322900,"https://media.curiositystream.com/image?spacedesc=23460036_23026451_1x1_23460035_23460036&random=&ML_NIF=N"" WIDTH=1 HEIGHT=1 ALT=""Click Here",302,OK
18069,331532,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
18113,325611,"https://pixel.adsafeprotected.com/?anId=8845&advId=$!{ADVERTISER_ID}&campId=$!{INSERTION_ORDER_ID}&pubId=$!{INVENTORY_SOURCE_ID}&chanId=$!{PACKAGE_ID}&placementId=$!{AD_ID}&adsafe_par&bidurl=$!{SITE_URL}"" height=""1"" width=""1"" alt=""""",200,OK
18120,324260,"https://ad.doubleclick.net/ddm/ad/N2434.access/B8837356.120160256;sz=1x1;ord=[timestamp]?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement",200,OK
18160,331398,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125949961;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
18193,331532,"https://ad.doubleclick.net/ddm/trackimp/N152805.284566THETRADEDESK/B9219458.125950136;dc_trk_aid=298869223;dc_trk_cid=67263380;ord=[timestamp]?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
18233,329784,"http://ohlone.vizu.com/a.gif?vzcid=30604&vzadid=native&vzsid=accuen&ord=[RANDOM]"" style=""display:none",failed to connect,Failed
18243,335052,"https://ad.doubleclick.net/ddm/ad/N6873.286450AMNET0/B9272494.129121060;sz=1x1;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=0 WIDTH=1 HEIGHT=1 ALT=""Advertisement""",200,OK
18477,334092,"https://ad.doubleclick.net/ddm/trackimp/N4268.456584.XAXIS.COM/B9372109.127404254;dc_trk_aid=300537790;dc_trk_cid=68293971;ord=[timestamp];dc_lat=;dc_rdid=;tag_for_child_directed_treatment=?"" BORDER=""0"" HEIGHT=""1"" WIDTH=""1""",200,OK
18481,324866,"https://ad.doubleclick.net/ddm/ad/N4478.668587.AODDISPLAY/B8838481.119808084;sz=1x1;ord=[timestamp]?"",""https://ohlone.vizu.com/a.gif?vzcid=25820&vzadid=exposed&vzsid=vivaki&ord=[RANDOM]"" style=""display:none",302,OK
18557,334599,http://trackaeafds,failed to connect,Failed
